,month,stats,race_or_age,state_or_region,value,year,value_flt,time
30740,May,avg,≥6 months,New Mexico,47.4,2015-2016,47.4,2016-05-15
31680,Jul,avg,≥6 months,New York,0.7,2015-2016,0.7,2015-07-15
31685,Aug,avg,≥6 months,New York,2.4,2015-2016,2.4,2015-08-15
31690,Sep,avg,≥6 months,New York,10.6,2015-2016,10.6,2015-09-15
31695,Oct,avg,≥6 months,New York,28.2,2015-2016,28.2,2015-10-15
31700,Nov,avg,≥6 months,New York,38.6,2015-2016,38.6,2015-11-15
31705,Dec,avg,≥6 months,New York,42.3,2015-2016,42.3,2015-12-15
31710,Jan,avg,≥6 months,New York,45.4,2015-2016,45.4,2016-01-15
31715,Feb,avg,≥6 months,New York,47.2,2015-2016,47.2,2016-02-15
31720,Mar,avg,≥6 months,New York,48.4,2015-2016,48.4,2016-03-15
31725,Apr,avg,≥6 months,New York,49.0,2015-2016,49.0,2016-04-15
31730,May,avg,≥6 months,New York,49.1,2015-2016,49.1,2016-05-15
32670,Jul,avg,≥6 months,North Carolina,0.4,2015-2016,0.4,2015-07-15
32675,Aug,avg,≥6 months,North Carolina,1.9,2015-2016,1.9,2015-08-15
32680,Sep,avg,≥6 months,North Carolina,9.8,2015-2016,9.8,2015-09-15
32685,Oct,avg,≥6 months,North Carolina,29.9,2015-2016,29.9,2015-10-15
32690,Nov,avg,≥6 months,North Carolina,39.6,2015-2016,39.6,2015-11-15
32695,Dec,avg,≥6 months,North Carolina,42.9,2015-2016,42.9,2015-12-15
32700,Jan,avg,≥6 months,North Carolina,45.6,2015-2016,45.6,2016-01-15
32705,Feb,avg,≥6 months,North Carolina,47.7,2015-2016,47.7,2016-02-15
32710,Mar,avg,≥6 months,North Carolina,50.3,2015-2016,50.3,2016-03-15
32715,Apr,avg,≥6 months,North Carolina,50.8,2015-2016,50.8,2016-04-15
32720,May,avg,≥6 months,North Carolina,50.9,2015-2016,50.9,2016-05-15
33665,Aug,avg,≥6 months,North Dakota,1.7,2015-2016,1.7,2015-08-15
33670,Sep,avg,≥6 months,North Dakota,7.2,2015-2016,7.2,2015-09-15
33675,Oct,avg,≥6 months,North Dakota,29.3,2015-2016,29.3,2015-10-15
33680,Nov,avg,≥6 months,North Dakota,40.9,2015-2016,40.9,2015-11-15
33685,Dec,avg,≥6 months,North Dakota,44.2,2015-2016,44.2,2015-12-15
33690,Jan,avg,≥6 months,North Dakota,46.2,2015-2016,46.2,2016-01-15
33695,Feb,avg,≥6 months,North Dakota,47.3,2015-2016,47.3,2016-02-15
33700,Mar,avg,≥6 months,North Dakota,48.1,2015-2016,48.1,2016-03-15
33705,Apr,avg,≥6 months,North Dakota,48.6,2015-2016,48.6,2016-04-15
33710,May,avg,≥6 months,North Dakota,48.8,2015-2016,48.8,2016-05-15
34650,Jul,avg,≥6 months,Ohio,0.6,2015-2016,0.6,2015-07-15
34655,Aug,avg,≥6 months,Ohio,2.1,2015-2016,2.1,2015-08-15
34660,Sep,avg,≥6 months,Ohio,8.6,2015-2016,8.6,2015-09-15
34665,Oct,avg,≥6 months,Ohio,26.2,2015-2016,26.2,2015-10-15
34670,Nov,avg,≥6 months,Ohio,35.1,2015-2016,35.1,2015-11-15
34675,Dec,avg,≥6 months,Ohio,38.6,2015-2016,38.6,2015-12-15
34680,Jan,avg,≥6 months,Ohio,40.4,2015-2016,40.4,2016-01-15
34685,Feb,avg,≥6 months,Ohio,41.4,2015-2016,41.4,2016-02-15
34690,Mar,avg,≥6 months,Ohio,42.4,2015-2016,42.4,2016-03-15
34695,Apr,avg,≥6 months,Ohio,43.2,2015-2016,43.2,2016-04-15
34700,May,avg,≥6 months,Ohio,43.8,2015-2016,43.8,2016-05-15
35640,Jul,avg,≥6 months,Oklahoma,0.3,2015-2016,0.3,2015-07-15
35645,Aug,avg,≥6 months,Oklahoma,1.9,2015-2016,1.9,2015-08-15
35650,Sep,avg,≥6 months,Oklahoma,6.8,2015-2016,6.8,2015-09-15
35655,Oct,avg,≥6 months,Oklahoma,28.3,2015-2016,28.3,2015-10-15
35660,Nov,avg,≥6 months,Oklahoma,38.7,2015-2016,38.7,2015-11-15
35665,Dec,avg,≥6 months,Oklahoma,41.2,2015-2016,41.2,2015-12-15
35670,Jan,avg,≥6 months,Oklahoma,43.2,2015-2016,43.2,2016-01-15
35675,Feb,avg,≥6 months,Oklahoma,44.5,2015-2016,44.5,2016-02-15
35680,Mar,avg,≥6 months,Oklahoma,45.1,2015-2016,45.1,2016-03-15
35685,Apr,avg,≥6 months,Oklahoma,45.6,2015-2016,45.6,2016-04-15
35690,May,avg,≥6 months,Oklahoma,45.8,2015-2016,45.8,2016-05-15
36630,Jul,avg,≥6 months,Oregon,0.4,2015-2016,0.4,2015-07-15
36635,Aug,avg,≥6 months,Oregon,1.8,2015-2016,1.8,2015-08-15
36640,Sep,avg,≥6 months,Oregon,8.6,2015-2016,8.6,2015-09-15
36645,Oct,avg,≥6 months,Oregon,26.3,2015-2016,26.3,2015-10-15
36650,Nov,avg,≥6 months,Oregon,34.2,2015-2016,34.2,2015-11-15
36655,Dec,avg,≥6 months,Oregon,37.3,2015-2016,37.3,2015-12-15
36660,Jan,avg,≥6 months,Oregon,39.1,2015-2016,39.1,2016-01-15
36665,Feb,avg,≥6 months,Oregon,40.3,2015-2016,40.3,2016-02-15
36670,Mar,avg,≥6 months,Oregon,41.0,2015-2016,41.0,2016-03-15
36675,Apr,avg,≥6 months,Oregon,41.5,2015-2016,41.5,2016-04-15
36680,May,avg,≥6 months,Oregon,42.0,2015-2016,42.0,2016-05-15
37620,Jul,avg,≥6 months,Pennsylvania,0.4,2015-2016,0.4,2015-07-15
37625,Aug,avg,≥6 months,Pennsylvania,1.9,2015-2016,1.9,2015-08-15
37630,Sep,avg,≥6 months,Pennsylvania,9.1,2015-2016,9.1,2015-09-15
37635,Oct,avg,≥6 months,Pennsylvania,29.5,2015-2016,29.5,2015-10-15
37640,Nov,avg,≥6 months,Pennsylvania,40.1,2015-2016,40.1,2015-11-15
37645,Dec,avg,≥6 months,Pennsylvania,43.2,2015-2016,43.2,2015-12-15
37650,Jan,avg,≥6 months,Pennsylvania,45.5,2015-2016,45.5,2016-01-15
37655,Feb,avg,≥6 months,Pennsylvania,46.9,2015-2016,46.9,2016-02-15
37660,Mar,avg,≥6 months,Pennsylvania,47.5,2015-2016,47.5,2016-03-15
37665,Apr,avg,≥6 months,Pennsylvania,48.0,2015-2016,48.0,2016-04-15
37670,May,avg,≥6 months,Pennsylvania,48.2,2015-2016,48.2,2016-05-15
38610,Jul,avg,≥6 months,Rhode Island,0.6,2015-2016,0.6,2015-07-15
38615,Aug,avg,≥6 months,Rhode Island,2.0,2015-2016,2.0,2015-08-15
38620,Sep,avg,≥6 months,Rhode Island,8.9,2015-2016,8.9,2015-09-15
38625,Oct,avg,≥6 months,Rhode Island,32.2,2015-2016,32.2,2015-10-15
38630,Nov,avg,≥6 months,Rhode Island,43.6,2015-2016,43.6,2015-11-15
38635,Dec,avg,≥6 months,Rhode Island,49.1,2015-2016,49.1,2015-12-15
38640,Jan,avg,≥6 months,Rhode Island,52.6,2015-2016,52.6,2016-01-15
38645,Feb,avg,≥6 months,Rhode Island,54.0,2015-2016,54.0,2016-02-15
38650,Mar,avg,≥6 months,Rhode Island,55.3,2015-2016,55.3,2016-03-15
38655,Apr,avg,≥6 months,Rhode Island,55.7,2015-2016,55.7,2016-04-15
38660,May,avg,≥6 months,Rhode Island,56.1,2015-2016,56.1,2016-05-15
39600,Jul,avg,≥6 months,South Carolina,0.6,2015-2016,0.6,2015-07-15
39605,Aug,avg,≥6 months,South Carolina,2.6,2015-2016,2.6,2015-08-15
39610,Sep,avg,≥6 months,South Carolina,8.8,2015-2016,8.8,2015-09-15
39615,Oct,avg,≥6 months,South Carolina,26.3,2015-2016,26.3,2015-10-15
39620,Nov,avg,≥6 months,South Carolina,35.8,2015-2016,35.8,2015-11-15
39625,Dec,avg,≥6 months,South Carolina,39.2,2015-2016,39.2,2015-12-15
39630,Jan,avg,≥6 months,South Carolina,42.2,2015-2016,42.2,2016-01-15
39635,Feb,avg,≥6 months,South Carolina,44.2,2015-2016,44.2,2016-02-15
39640,Mar,avg,≥6 months,South Carolina,45.9,2015-2016,45.9,2016-03-15
39645,Apr,avg,≥6 months,South Carolina,46.6,2015-2016,46.6,2016-04-15
39650,May,avg,≥6 months,South Carolina,46.9,2015-2016,46.9,2016-05-15
40595,Aug,avg,≥6 months,South Dakota,1.3,2015-2016,1.3,2015-08-15
40600,Sep,avg,≥6 months,South Dakota,6.7,2015-2016,6.7,2015-09-15
40605,Oct,avg,≥6 months,South Dakota,35.2,2015-2016,35.2,2015-10-15
40610,Nov,avg,≥6 months,South Dakota,49.4,2015-2016,49.4,2015-11-15
40615,Dec,avg,≥6 months,South Dakota,51.6,2015-2016,51.6,2015-12-15
40620,Jan,avg,≥6 months,South Dakota,53.8,2015-2016,53.8,2016-01-15
40625,Feb,avg,≥6 months,South Dakota,55.4,2015-2016,55.4,2016-02-15
40630,Mar,avg,≥6 months,South Dakota,56.2,2015-2016,56.2,2016-03-15
40635,Apr,avg,≥6 months,South Dakota,56.6,2015-2016,56.6,2016-04-15
40640,May,avg,≥6 months,South Dakota,56.6,2015-2016,56.6,2016-05-15
41580,Jul,avg,≥6 months,Tennessee,0.4,2015-2016,0.4,2015-07-15
41585,Aug,avg,≥6 months,Tennessee,2.3,2015-2016,2.3,2015-08-15
41590,Sep,avg,≥6 months,Tennessee,9.1,2015-2016,9.1,2015-09-15
41595,Oct,avg,≥6 months,Tennessee,27.3,2015-2016,27.3,2015-10-15
41600,Nov,avg,≥6 months,Tennessee,37.7,2015-2016,37.7,2015-11-15
41605,Dec,avg,≥6 months,Tennessee,40.7,2015-2016,40.7,2015-12-15
41610,Jan,avg,≥6 months,Tennessee,43.4,2015-2016,43.4,2016-01-15
41615,Feb,avg,≥6 months,Tennessee,44.9,2015-2016,44.9,2016-02-15
41620,Mar,avg,≥6 months,Tennessee,45.7,2015-2016,45.7,2016-03-15
41625,Apr,avg,≥6 months,Tennessee,46.2,2015-2016,46.2,2016-04-15
41630,May,avg,≥6 months,Tennessee,46.3,2015-2016,46.3,2016-05-15
42570,Jul,avg,≥6 months,Texas,1.1,2015-2016,1.1,2015-07-15
42575,Aug,avg,≥6 months,Texas,3.4,2015-2016,3.4,2015-08-15
42580,Sep,avg,≥6 months,Texas,11.6,2015-2016,11.6,2015-09-15
42585,Oct,avg,≥6 months,Texas,28.0,2015-2016,28.0,2015-10-15
42590,Nov,avg,≥6 months,Texas,36.7,2015-2016,36.7,2015-11-15
42595,Dec,avg,≥6 months,Texas,40.0,2015-2016,40.0,2015-12-15
42600,Jan,avg,≥6 months,Texas,42.4,2015-2016,42.4,2016-01-15
42605,Feb,avg,≥6 months,Texas,44.3,2015-2016,44.3,2016-02-15
42610,Mar,avg,≥6 months,Texas,45.2,2015-2016,45.2,2016-03-15
42615,Apr,avg,≥6 months,Texas,46.3,2015-2016,46.3,2016-04-15
42620,May,avg,≥6 months,Texas,47.9,2015-2016,47.9,2016-05-15
43565,Aug,avg,≥6 months,Utah,1.9,2015-2016,1.9,2015-08-15
43570,Sep,avg,≥6 months,Utah,8.9,2015-2016,8.9,2015-09-15
43575,Oct,avg,≥6 months,Utah,27.9,2015-2016,27.9,2015-10-15
43580,Nov,avg,≥6 months,Utah,37.5,2015-2016,37.5,2015-11-15
43585,Dec,avg,≥6 months,Utah,39.8,2015-2016,39.8,2015-12-15
43590,Jan,avg,≥6 months,Utah,41.6,2015-2016,41.6,2016-01-15
43595,Feb,avg,≥6 months,Utah,42.6,2015-2016,42.6,2016-02-15
43600,Mar,avg,≥6 months,Utah,43.1,2015-2016,43.1,2016-03-15
43605,Apr,avg,≥6 months,Utah,43.3,2015-2016,43.3,2016-04-15
43610,May,avg,≥6 months,Utah,43.5,2015-2016,43.5,2016-05-15
44555,Aug,avg,≥6 months,Vermont,1.4,2015-2016,1.4,2015-08-15
44560,Sep,avg,≥6 months,Vermont,7.0,2015-2016,7.0,2015-09-15
44565,Oct,avg,≥6 months,Vermont,28.8,2015-2016,28.8,2015-10-15
44570,Nov,avg,≥6 months,Vermont,43.0,2015-2016,43.0,2015-11-15
44575,Dec,avg,≥6 months,Vermont,46.3,2015-2016,46.3,2015-12-15
44580,Jan,avg,≥6 months,Vermont,47.5,2015-2016,47.5,2016-01-15
44585,Feb,avg,≥6 months,Vermont,48.3,2015-2016,48.3,2016-02-15
44590,Mar,avg,≥6 months,Vermont,48.9,2015-2016,48.9,2016-03-15
44595,Apr,avg,≥6 months,Vermont,48.9,2015-2016,48.9,2016-04-15
44600,May,avg,≥6 months,Vermont,49.2,2015-2016,49.2,2016-05-15
45540,Jul,avg,≥6 months,Virginia,0.4,2015-2016,0.4,2015-07-15
45545,Aug,avg,≥6 months,Virginia,1.9,2015-2016,1.9,2015-08-15
45550,Sep,avg,≥6 months,Virginia,9.4,2015-2016,9.4,2015-09-15
45555,Oct,avg,≥6 months,Virginia,29.6,2015-2016,29.6,2015-10-15
45560,Nov,avg,≥6 months,Virginia,39.9,2015-2016,39.9,2015-11-15
45565,Dec,avg,≥6 months,Virginia,43.9,2015-2016,43.9,2015-12-15
45570,Jan,avg,≥6 months,Virginia,46.3,2015-2016,46.3,2016-01-15
45575,Feb,avg,≥6 months,Virginia,47.6,2015-2016,47.6,2016-02-15
45580,Mar,avg,≥6 months,Virginia,48.7,2015-2016,48.7,2016-03-15
45585,Apr,avg,≥6 months,Virginia,49.2,2015-2016,49.2,2016-04-15
45590,May,avg,≥6 months,Virginia,49.5,2015-2016,49.5,2016-05-15
46530,Jul,avg,≥6 months,Washington,0.5,2015-2016,0.5,2015-07-15
46535,Aug,avg,≥6 months,Washington,1.8,2015-2016,1.8,2015-08-15
46540,Sep,avg,≥6 months,Washington,9.2,2015-2016,9.2,2015-09-15
46545,Oct,avg,≥6 months,Washington,28.0,2015-2016,28.0,2015-10-15
46550,Nov,avg,≥6 months,Washington,38.2,2015-2016,38.2,2015-11-15
46555,Dec,avg,≥6 months,Washington,41.8,2015-2016,41.8,2015-12-15
46560,Jan,avg,≥6 months,Washington,44.4,2015-2016,44.4,2016-01-15
46565,Feb,avg,≥6 months,Washington,46.4,2015-2016,46.4,2016-02-15
46570,Mar,avg,≥6 months,Washington,47.2,2015-2016,47.2,2016-03-15
46575,Apr,avg,≥6 months,Washington,47.6,2015-2016,47.6,2016-04-15
46580,May,avg,≥6 months,Washington,47.9,2015-2016,47.9,2016-05-15
47525,Aug,avg,≥6 months,West Virginia,2.1,2015-2016,2.1,2015-08-15
47530,Sep,avg,≥6 months,West Virginia,9.6,2015-2016,9.6,2015-09-15
47535,Oct,avg,≥6 months,West Virginia,31.9,2015-2016,31.9,2015-10-15
47540,Nov,avg,≥6 months,West Virginia,41.9,2015-2016,41.9,2015-11-15
47545,Dec,avg,≥6 months,West Virginia,44.2,2015-2016,44.2,2015-12-15
47550,Jan,avg,≥6 months,West Virginia,46.0,2015-2016,46.0,2016-01-15
47555,Feb,avg,≥6 months,West Virginia,47.6,2015-2016,47.6,2016-02-15
47560,Mar,avg,≥6 months,West Virginia,48.6,2015-2016,48.6,2016-03-15
47565,Apr,avg,≥6 months,West Virginia,49.2,2015-2016,49.2,2016-04-15
47570,May,avg,≥6 months,West Virginia,49.6,2015-2016,49.6,2016-05-15
48515,Aug,avg,≥6 months,Wisconsin,1.3,2015-2016,1.3,2015-08-15
48520,Sep,avg,≥6 months,Wisconsin,7.1,2015-2016,7.1,2015-09-15
48525,Oct,avg,≥6 months,Wisconsin,26.4,2015-2016,26.4,2015-10-15
48530,Nov,avg,≥6 months,Wisconsin,35.9,2015-2016,35.9,2015-11-15
48535,Dec,avg,≥6 months,Wisconsin,38.6,2015-2016,38.6,2015-12-15
48540,Jan,avg,≥6 months,Wisconsin,39.9,2015-2016,39.9,2016-01-15
48545,Feb,avg,≥6 months,Wisconsin,40.8,2015-2016,40.8,2016-02-15
48550,Mar,avg,≥6 months,Wisconsin,41.7,2015-2016,41.7,2016-03-15
48555,Apr,avg,≥6 months,Wisconsin,42.2,2015-2016,42.2,2016-04-15
48560,May,avg,≥6 months,Wisconsin,42.7,2015-2016,42.7,2016-05-15
49505,Aug,avg,≥6 months,Wyoming,1.3,2015-2016,1.3,2015-08-15
49510,Sep,avg,≥6 months,Wyoming,6.2,2015-2016,6.2,2015-09-15
49515,Oct,avg,≥6 months,Wyoming,24.7,2015-2016,24.7,2015-10-15
49520,Nov,avg,≥6 months,Wyoming,32.2,2015-2016,32.2,2015-11-15
49525,Dec,avg,≥6 months,Wyoming,35.2,2015-2016,35.2,2015-12-15
49530,Jan,avg,≥6 months,Wyoming,36.3,2015-2016,36.3,2016-01-15
49535,Feb,avg,≥6 months,Wyoming,37.0,2015-2016,37.0,2016-02-15
49540,Mar,avg,≥6 months,Wyoming,37.8,2015-2016,37.8,2016-03-15
49545,Apr,avg,≥6 months,Wyoming,38.0,2015-2016,38.0,2016-04-15
49550,May,avg,≥6 months,Wyoming,38.1,2015-2016,38.1,2016-05-15
62370,Jul,avg,≥6 months,Alabama,0.6,2016-2017,0.6,2016-07-15
62375,Aug,avg,≥6 months,Alabama,2.9,2016-2017,2.9,2016-08-15
62380,Sep,avg,≥6 months,Alabama,9.9,2016-2017,9.9,2016-09-15
62385,Oct,avg,≥6 months,Alabama,26.0,2016-2017,26.0,2016-10-15
62390,Nov,avg,≥6 months,Alabama,34.2,2016-2017,34.2,2016-11-15
62395,Dec,avg,≥6 months,Alabama,38.0,2016-2017,38.0,2016-12-15
62400,Jan,avg,≥6 months,Alabama,40.8,2016-2017,40.8,2017-01-15
62405,Feb,avg,≥6 months,Alabama,42.2,2016-2017,42.2,2017-02-15
62410,Mar,avg,≥6 months,Alabama,43.1,2016-2017,43.1,2017-03-15
62415,Apr,avg,≥6 months,Alabama,43.7,2016-2017,43.7,2017-04-15
62420,May,avg,≥6 months,Alabama,43.9,2016-2017,43.9,2017-05-15
63360,Jul,avg,≥6 months,Alaska,0.4,2016-2017,0.4,2016-07-15
63365,Aug,avg,≥6 months,Alaska,2.0,2016-2017,2.0,2016-08-15
63370,Sep,avg,≥6 months,Alaska,9.8,2016-2017,9.8,2016-09-15
63375,Oct,avg,≥6 months,Alaska,24.4,2016-2017,24.4,2016-10-15
63380,Nov,avg,≥6 months,Alaska,31.8,2016-2017,31.8,2016-11-15
63385,Dec,avg,≥6 months,Alaska,33.2,2016-2017,33.2,2016-12-15
63390,Jan,avg,≥6 months,Alaska,35.6,2016-2017,35.6,2017-01-15
63395,Feb,avg,≥6 months,Alaska,37.3,2016-2017,37.3,2017-02-15
63400,Mar,avg,≥6 months,Alaska,37.8,2016-2017,37.8,2017-03-15
63405,Apr,avg,≥6 months,Alaska,38.6,2016-2017,38.6,2017-04-15
63410,May,avg,≥6 months,Alaska,39.1,2016-2017,39.1,2017-05-15
64350,Jul,avg,≥6 months,Arizona,0.5,2016-2017,0.5,2016-07-15
64355,Aug,avg,≥6 months,Arizona,2.5,2016-2017,2.5,2016-08-15
64360,Sep,avg,≥6 months,Arizona,10.5,2016-2017,10.5,2016-09-15
64365,Oct,avg,≥6 months,Arizona,24.6,2016-2017,24.6,2016-10-15
64370,Nov,avg,≥6 months,Arizona,32.9,2016-2017,32.9,2016-11-15
64375,Dec,avg,≥6 months,Arizona,36.0,2016-2017,36.0,2016-12-15
64380,Jan,avg,≥6 months,Arizona,38.7,2016-2017,38.7,2017-01-15
64385,Feb,avg,≥6 months,Arizona,40.3,2016-2017,40.3,2017-02-15
64390,Mar,avg,≥6 months,Arizona,41.1,2016-2017,41.1,2017-03-15
64395,Apr,avg,≥6 months,Arizona,41.5,2016-2017,41.5,2017-04-15
64400,May,avg,≥6 months,Arizona,41.8,2016-2017,41.8,2017-05-15
65340,Jul,avg,≥6 months,Arkansas,0.3,2016-2017,0.3,2016-07-15
65345,Aug,avg,≥6 months,Arkansas,2.0,2016-2017,2.0,2016-08-15
65350,Sep,avg,≥6 months,Arkansas,7.2,2016-2017,7.2,2016-09-15
65355,Oct,avg,≥6 months,Arkansas,27.2,2016-2017,27.2,2016-10-15
65360,Nov,avg,≥6 months,Arkansas,38.7,2016-2017,38.7,2016-11-15
65365,Dec,avg,≥6 months,Arkansas,41.4,2016-2017,41.4,2016-12-15
65370,Jan,avg,≥6 months,Arkansas,43.4,2016-2017,43.4,2017-01-15
65375,Feb,avg,≥6 months,Arkansas,44.3,2016-2017,44.3,2017-02-15
65380,Mar,avg,≥6 months,Arkansas,45.0,2016-2017,45.0,2017-03-15
65385,Apr,avg,≥6 months,Arkansas,45.3,2016-2017,45.3,2017-04-15
65390,May,avg,≥6 months,Arkansas,46.2,2016-2017,46.2,2017-05-15
66330,Jul,avg,≥6 months,California,1.0,2016-2017,1.0,2016-07-15
66335,Aug,avg,≥6 months,California,3.4,2016-2017,3.4,2016-08-15
66340,Sep,avg,≥6 months,California,11.2,2016-2017,11.2,2016-09-15
66345,Oct,avg,≥6 months,California,25.7,2016-2017,25.7,2016-10-15
66350,Nov,avg,≥6 months,California,33.9,2016-2017,33.9,2016-11-15
66355,Dec,avg,≥6 months,California,39.8,2016-2017,39.8,2016-12-15
66360,Jan,avg,≥6 months,California,43.3,2016-2017,43.3,2017-01-15
66365,Feb,avg,≥6 months,California,46.6,2016-2017,46.6,2017-02-15
66370,Mar,avg,≥6 months,California,47.7,2016-2017,47.7,2017-03-15
66375,Apr,avg,≥6 months,California,47.9,2016-2017,47.9,2017-04-15
66380,May,avg,≥6 months,California,48.0,2016-2017,48.0,2017-05-15
67320,Jul,avg,≥6 months,Colorado,0.4,2016-2017,0.4,2016-07-15
67325,Aug,avg,≥6 months,Colorado,2.4,2016-2017,2.4,2016-08-15
67330,Sep,avg,≥6 months,Colorado,9.3,2016-2017,9.3,2016-09-15
67335,Oct,avg,≥6 months,Colorado,29.5,2016-2017,29.5,2016-10-15
67340,Nov,avg,≥6 months,Colorado,39.9,2016-2017,39.9,2016-11-15
67345,Dec,avg,≥6 months,Colorado,42.5,2016-2017,42.5,2016-12-15
67350,Jan,avg,≥6 months,Colorado,45.6,2016-2017,45.6,2017-01-15
67355,Feb,avg,≥6 months,Colorado,47.4,2016-2017,47.4,2017-02-15
67360,Mar,avg,≥6 months,Colorado,48.4,2016-2017,48.4,2017-03-15
67365,Apr,avg,≥6 months,Colorado,49.7,2016-2017,49.7,2017-04-15
67370,May,avg,≥6 months,Colorado,49.9,2016-2017,49.9,2017-05-15
68310,Jul,avg,≥6 months,Connecticut,0.7,2016-2017,0.7,2016-07-15
68315,Aug,avg,≥6 months,Connecticut,2.2,2016-2017,2.2,2016-08-15
68320,Sep,avg,≥6 months,Connecticut,9.3,2016-2017,9.3,2016-09-15
68325,Oct,avg,≥6 months,Connecticut,30.8,2016-2017,30.8,2016-10-15
68330,Nov,avg,≥6 months,Connecticut,42.8,2016-2017,42.8,2016-11-15
68335,Dec,avg,≥6 months,Connecticut,47.3,2016-2017,47.3,2016-12-15
68340,Jan,avg,≥6 months,Connecticut,49.8,2016-2017,49.8,2017-01-15
68345,Feb,avg,≥6 months,Connecticut,51.2,2016-2017,51.2,2017-02-15
68350,Mar,avg,≥6 months,Connecticut,52.1,2016-2017,52.1,2017-03-15
68355,Apr,avg,≥6 months,Connecticut,52.5,2016-2017,52.5,2017-04-15
68360,May,avg,≥6 months,Connecticut,52.7,2016-2017,52.7,2017-05-15
69305,Aug,avg,≥6 months,Delaware,2.7,2016-2017,2.7,2016-08-15
69310,Sep,avg,≥6 months,Delaware,12.8,2016-2017,12.8,2016-09-15
69315,Oct,avg,≥6 months,Delaware,31.5,2016-2017,31.5,2016-10-15
69320,Nov,avg,≥6 months,Delaware,40.9,2016-2017,40.9,2016-11-15
69325,Dec,avg,≥6 months,Delaware,45.6,2016-2017,45.6,2016-12-15
69330,Jan,avg,≥6 months,Delaware,48.4,2016-2017,48.4,2017-01-15
69335,Feb,avg,≥6 months,Delaware,49.9,2016-2017,49.9,2017-02-15
69340,Mar,avg,≥6 months,Delaware,50.8,2016-2017,50.8,2017-03-15
69345,Apr,avg,≥6 months,Delaware,51.0,2016-2017,51.0,2017-04-15
69350,May,avg,≥6 months,Delaware,51.2,2016-2017,51.2,2017-05-15
71280,Jul,avg,≥6 months,Florida,0.9,2016-2017,0.9,2016-07-15
71285,Aug,avg,≥6 months,Florida,3.4,2016-2017,3.4,2016-08-15
71290,Sep,avg,≥6 months,Florida,10.8,2016-2017,10.8,2016-09-15
71295,Oct,avg,≥6 months,Florida,24.4,2016-2017,24.4,2016-10-15
71300,Nov,avg,≥6 months,Florida,31.5,2016-2017,31.5,2016-11-15
71305,Dec,avg,≥6 months,Florida,34.5,2016-2017,34.5,2016-12-15
71310,Jan,avg,≥6 months,Florida,37.4,2016-2017,37.4,2017-01-15
71315,Feb,avg,≥6 months,Florida,39.7,2016-2017,39.7,2017-02-15
71320,Mar,avg,≥6 months,Florida,41.2,2016-2017,41.2,2017-03-15
71325,Apr,avg,≥6 months,Florida,42.5,2016-2017,42.5,2017-04-15
71330,May,avg,≥6 months,Florida,43.3,2016-2017,43.3,2017-05-15
72270,Jul,avg,≥6 months,Georgia,0.6,2016-2017,0.6,2016-07-15
72275,Aug,avg,≥6 months,Georgia,3.6,2016-2017,3.6,2016-08-15
72280,Sep,avg,≥6 months,Georgia,11.6,2016-2017,11.6,2016-09-15
72285,Oct,avg,≥6 months,Georgia,25.8,2016-2017,25.8,2016-10-15
72290,Nov,avg,≥6 months,Georgia,33.8,2016-2017,33.8,2016-11-15
72295,Dec,avg,≥6 months,Georgia,36.7,2016-2017,36.7,2016-12-15
72300,Jan,avg,≥6 months,Georgia,39.6,2016-2017,39.6,2017-01-15
72305,Feb,avg,≥6 months,Georgia,42.0,2016-2017,42.0,2017-02-15
72310,Mar,avg,≥6 months,Georgia,42.4,2016-2017,42.4,2017-03-15
72315,Apr,avg,≥6 months,Georgia,42.7,2016-2017,42.7,2017-04-15
72320,May,avg,≥6 months,Georgia,42.8,2016-2017,42.8,2017-05-15
73260,Jul,avg,≥6 months,Hawaii,1.0,2016-2017,1.0,2016-07-15
73265,Aug,avg,≥6 months,Hawaii,4.4,2016-2017,4.4,2016-08-15
73270,Sep,avg,≥6 months,Hawaii,13.0,2016-2017,13.0,2016-09-15
73275,Oct,avg,≥6 months,Hawaii,25.5,2016-2017,25.5,2016-10-15
73280,Nov,avg,≥6 months,Hawaii,33.9,2016-2017,33.9,2016-11-15
73285,Dec,avg,≥6 months,Hawaii,38.2,2016-2017,38.2,2016-12-15
73290,Jan,avg,≥6 months,Hawaii,41.9,2016-2017,41.9,2017-01-15
73295,Feb,avg,≥6 months,Hawaii,45.0,2016-2017,45.0,2017-02-15
73300,Mar,avg,≥6 months,Hawaii,46.5,2016-2017,46.5,2017-03-15
73305,Apr,avg,≥6 months,Hawaii,47.8,2016-2017,47.8,2017-04-15
73310,May,avg,≥6 months,Hawaii,49.2,2016-2017,49.2,2017-05-15
74255,Aug,avg,≥6 months,Idaho,1.6,2016-2017,1.6,2016-08-15
74260,Sep,avg,≥6 months,Idaho,7.1,2016-2017,7.1,2016-09-15
74265,Oct,avg,≥6 months,Idaho,23.3,2016-2017,23.3,2016-10-15
74270,Nov,avg,≥6 months,Idaho,31.7,2016-2017,31.7,2016-11-15
74275,Dec,avg,≥6 months,Idaho,34.5,2016-2017,34.5,2016-12-15
74280,Jan,avg,≥6 months,Idaho,36.5,2016-2017,36.5,2017-01-15
74285,Feb,avg,≥6 months,Idaho,38.1,2016-2017,38.1,2017-02-15
74290,Mar,avg,≥6 months,Idaho,39.0,2016-2017,39.0,2017-03-15
